ht_id,gr_no,formclass_id,dating_from,dating_to,start_date,end_date,centroid
26621,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26622,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26624,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26625,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26626,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26627,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26628,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
27128,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
27610,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28056,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28057,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28224,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28225,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28226,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28227,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28228,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28561,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28633,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28634,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28635,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28636,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28637,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28638,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
29168,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
29169,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
29170,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
29171,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
29172,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
29173,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
29174,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30117,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30134,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30161,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30162,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30357,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30472,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30473,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
31349,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
31350,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
33950,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
33986,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
33987,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34004,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34033,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34093,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34125,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34126,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34358,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34389,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34390,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34446,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34486,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34548,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34592,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
43451,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
43459,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21514,G0280.150,1085,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28783,G0280.150,1085,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30063,G0280.025,1228,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
14420,G0280.075,1229,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
17199,G0280.075,1229,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
29136,G0280.075,1229,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30531,G0280.075,1229,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
5521,G0280.050,1083,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
5522,G0280.050,1083,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
5523,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
5524,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
5525,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
5526,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
32362,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
32591,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
32621,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
32622,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
32623,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
32703,G0280.100,1084,Amenhotep II. Aacheperure,Amenhotep II. Aacheperure,-1425.0,-1400.0,-1412.5
17941,G0280.050,1083,Thutmosis IV. Mencheperure,Thutmosis IV. Mencheperure,-1400.0,-1390.0,-1395.0
13092,G0280.075,1229,Thutmosis IV. Mencheperure,Thutmosis IV. Mencheperure,-1400.0,-1390.0,-1395.0
52047,G0280.050,1083,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
53,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14049,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14050,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14203,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14484,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14485,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14486,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14487,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14488,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
14489,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
15240,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
15241,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
15242,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
15243,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
15244,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
15245,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
15256,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
15264,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
19742,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
19743,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
28430,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
28431,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
28432,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
19741,G0280.075,1229,Amenhotep III. Nebmaatre,Amenhotep III. Nebmaatre,-1390.0,-1353.0,-1371.5
5482,G0280.050,1083,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31626,G0280.050,1083,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31646,G0280.050,1083,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31905,G0280.050,1083,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31906,G0280.050,1083,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
5484,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
5485,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31592,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31683,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31684,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31710,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31751,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31768,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31812,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31841,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31907,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31949,G0280.100,1084,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
31965,G0280.150,1085,Amenhotep III. Nebmaatre,Amenhotep IV. / Echnaton Nefercheperure,-1390.0,-1336.0,-1363.0
5481,G0280.050,1083,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
20431,G0280.050,1083,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
20731,G0280.050,1083,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31177,G0280.050,1083,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31178,G0280.050,1083,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
5483,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
8776,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
20516,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30840,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30864,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30879,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30880,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30924,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30925,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30982,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30998,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30999,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31017,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31025,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31026,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31038,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31102,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31118,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31121,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31130,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31143,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31179,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31192,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31193,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31239,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31246,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31247,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31267,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31275,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31284,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31285,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31302,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31303,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31304,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
52013,G0280.100,1084,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30826,G0280.150,1085,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30827,G0280.150,1085,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
30841,G0280.150,1085,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
31206,G0280.150,1085,Amenhotep IV. / Echnaton Nefercheperure,Amenhotep IV. / Echnaton Nefercheperure,-1353.0,-1336.0,-1344.5
49232,G0280.050,1083,18. Dynastie,20. Dynastie,-1550.0,-1077.0,-1313.5
17958,G0280.050,1083,Aja Chepercheperure,Ramses I. Menpehtyre,-1323.0,-1291.0,-1307.0
8010,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
11079,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14674,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14728,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14768,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14795,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14830,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14831,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14832,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14878,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
14879,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
36113,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
36160,G0280.100,1084,Sethos I. Menmaatre,Sethos I. Menmaatre,-1290.0,-1279.0,-1284.5
17948,G0280.050,1083,Ramses I. Menpehtyre,Ramses II. Usermaatre-Setepenre,-1292.0,-1213.0,-1252.5
23003,G0280.100,1084,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
32817,G0280.100,1084,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
32818,G0280.100,1084,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
32819,G0280.100,1084,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
32820,G0280.100,1084,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
32821,G0280.100,1084,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
32822,G0280.100,1084,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
32928,G0280.100,1084,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
17942,G0280.025,1228,Sethos I. Menmaatre,Ramses II. Usermaatre-Setepenre,-1290.0,-1213.0,-1251.5
15374,G0280.100,1084,Sethos I. Menmaatre,Merenptah Baenre,-1290.0,-1203.0,-1246.5
45687,G0280.050,1083,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
45688,G0280.050,1083,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
45689,G0280.050,1083,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
45690,G0280.050,1083,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
45691,G0280.050,1083,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
46622,G0280.050,1083,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
48121,G0280.050,1083,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
29600,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
29601,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
29602,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
29603,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
37194,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
37195,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Ramses II. Usermaatre-Setepenre,-1279.0,-1213.0,-1246.0
17951,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
17966,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
40311,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
40312,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
45244,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
45529,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
45565,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
45567,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
45568,G0280.050,1083,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
8006,G0280.100,1084,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
15049,G0280.100,1084,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
15050,G0280.100,1084,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
15448,G0280.100,1084,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
15449,G0280.100,1084,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
44981,G0280.100,1084,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
17967,G0280.025,1228,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
17969,G0280.025,1228,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
45566,G0280.075,1229,19. Dynastie,19. Dynastie,-1292.0,-1189.0,-1240.5
14977,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Tausret Satre-Meritamun,-1279.0,-1191.0,-1235.0
14978,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Tausret Satre-Meritamun,-1279.0,-1191.0,-1235.0
14979,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Tausret Satre-Meritamun,-1279.0,-1191.0,-1235.0
14980,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Tausret Satre-Meritamun,-1279.0,-1191.0,-1235.0
36870,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Ramses III. Usermaatre-Meriamun,-1279.0,-1157.0,-1218.0
36871,G0280.100,1084,Ramses II. Usermaatre-Setepenre,Ramses III. Usermaatre-Meriamun,-1279.0,-1157.0,-1218.0
8005,G0280.100,1084,Merenptah Baenre,Merenptah Baenre,-1213.0,-1203.0,-1208.0
7085,G0280.100,1084,Sethos II. Usercheperure,Sethos II. Usercheperure,-1202.0,-1198.0,-1200.0
8007,G0280.100,1084,Sethos II. Usercheperure,Sethos II. Usercheperure,-1202.0,-1198.0,-1200.0
8008,G0280.100,1084,Sethos II. Usercheperure,Sethos II. Usercheperure,-1202.0,-1198.0,-1200.0
8009,G0280.100,1084,Sethos II. Usercheperure,Sethos II. Usercheperure,-1202.0,-1198.0,-1200.0
27748,G0280.100,1084,Sethos II. Usercheperure,Sethos II. Usercheperure,-1202.0,-1198.0,-1200.0
50471,G0280.100,1084,Sethos II. Usercheperure,Sethos II. Usercheperure,-1202.0,-1198.0,-1200.0
24396,G0280.100,1084,Siptah Achenre,Siptah Achenre,-1197.0,-1193.0,-1195.0
24957,G0280.100,1084,Siptah Achenre,Siptah Achenre,-1197.0,-1193.0,-1195.0
