ht_id,gr_no,formclass_id,dating_from,dating_to,start_date,end_date,centroid
49863,G0280.050,1083,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
2760,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
2882,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
3077,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
3078,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
3199,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
3669,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
3741,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
3792,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
4428,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
4449,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
4611,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
4717,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
35387,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
35946,G0280.100,1084,Sesostris I. Cheperkare,Sesostris I. Cheperkare,-1920.0,-1875.0,-1897.5
9352,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
9378,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
9379,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
9408,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40344,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40443,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40449,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40626,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40627,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40690,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40711,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40712,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40937,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40938,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40958,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40969,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41071,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41195,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41196,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41355,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41614,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41615,G0280.050,1083,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
9351,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
9376,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
9377,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
9401,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40357,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40377,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40636,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40736,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40737,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40738,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
40796,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41354,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41513,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41548,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41549,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41623,G0280.100,1084,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
41624,G0280.075,1229,12. Dynastie,12. Dynastie,-1991.0,-1802.0,-1896.5
17680,G0280.050,1083,Amenemhet I. Sehetepibre,Amenemhet II. Nubkaure,-1939.0,-1843.0,-1891.0
17681,G0280.050,1083,Amenemhet I. Sehetepibre,Amenemhet II. Nubkaure,-1939.0,-1843.0,-1891.0
17776,G0280.050,1083,Mittleres Reich,Mittleres Reich,-2130.0,-1649.0,-1889.5
27867,G0280.050,1083,Sesostris II. Chacheperre,Sesostris III. Chakaure,-1845.0,-1819.0,-1832.0
35104,G0280.050,1083,Sesostris II. Chacheperre,Sesostris III. Chakaure,-1845.0,-1819.0,-1832.0
35105,G0280.050,1083,Sesostris II. Chacheperre,Sesostris III. Chakaure,-1845.0,-1819.0,-1832.0
35108,G0280.050,1083,Sesostris II. Chacheperre,Sesostris III. Chakaure,-1845.0,-1819.0,-1832.0
22037,G0280.100,1084,Sesostris II. Chacheperre,Sesostris III. Chakaure,-1845.0,-1819.0,-1832.0
22648,G0280.100,1084,Sesostris II. Chacheperre,Sesostris III. Chakaure,-1845.0,-1819.0,-1832.0
17743,G0280.050,1083,12. Dynastie,13. Dynastie,-1991.0,-1649.0,-1820.0
17744,G0280.050,1083,12. Dynastie,13. Dynastie,-1991.0,-1649.0,-1820.0
17745,G0280.050,1083,12. Dynastie,13. Dynastie,-1991.0,-1649.0,-1820.0
17746,G0280.050,1083,12. Dynastie,13. Dynastie,-1991.0,-1649.0,-1820.0
46612,G0280.050,1083,12. Dynastie,13. Dynastie,-1991.0,-1649.0,-1820.0
17712,G0280.050,1083,Amenemhet III. Nimaatre,13. Dynastie,-1818.0,-1649.0,-1733.5
17713,G0280.050,1083,Amenemhet III. Nimaatre,13. Dynastie,-1818.0,-1649.0,-1733.5
17714,G0280.050,1083,Amenemhet III. Nimaatre,13. Dynastie,-1818.0,-1649.0,-1733.5
17715,G0280.050,1083,Amenemhet III. Nimaatre,13. Dynastie,-1818.0,-1649.0,-1733.5
9324,G0280.050,1083,Chendjer Userkare,Sobekhotep III. Sechemresewadjtaui,-1732.0,-1722.0,-1727.0
9325,G0280.100,1084,Chendjer Userkare,Sobekhotep III. Sechemresewadjtaui,-1732.0,-1722.0,-1727.0
10786,G0280.050,1083,13. Dynastie,17. Dynastie,-1803.0,-1550.0,-1676.5
10785,G0280.100,1084,13. Dynastie,17. Dynastie,-1803.0,-1550.0,-1676.5
51076,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
51077,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
51078,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
51079,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
51193,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
51194,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
51195,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
51196,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
51286,G0280.050,1083,15. Dynastie,17. Dynastie,-1650.0,-1550.0,-1600.0
2072,G0280.050,1083,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
2073,G0280.050,1083,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
9291,G0280.050,1083,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
2148,G0280.100,1084,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
2149,G0280.100,1084,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
2150,G0280.100,1084,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
9292,G0280.100,1084,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
9293,G0280.100,1084,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
9294,G0280.100,1084,17. Dynastie,17. Dynastie,-1580.0,-1550.0,-1565.0
13150,G0280.100,1084,17. Dynastie,Amenhotep I. Djeserkare,-1580.0,-1494.0,-1537.0
13182,G0280.100,1084,17. Dynastie,Amenhotep I. Djeserkare,-1580.0,-1494.0,-1537.0
1504,G0280.050,1083,Amenhotep I. Djeserkare,Amenhotep I. Djeserkare,-1514.0,-1494.0,-1504.0
1505,G0280.100,1084,Amenhotep I. Djeserkare,Amenhotep I. Djeserkare,-1514.0,-1494.0,-1504.0
14291,G0280.100,1084,Hatschepsut Maatkare,Hatschepsut Maatkare,-1479.0,-1458.0,-1468.5
14292,G0280.100,1084,Hatschepsut Maatkare,Hatschepsut Maatkare,-1479.0,-1458.0,-1468.5
14293,G0280.100,1084,Hatschepsut Maatkare,Hatschepsut Maatkare,-1479.0,-1458.0,-1468.5
5468,G0280.050,1083,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
10391,G0280.050,1083,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
10392,G0280.050,1083,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
17959,G0280.050,1083,Thutmosis III. Mencheperre (Alleinregierung),Thutmosis III. Mencheperre (Alleinregierung),-1479.0,-1425.0,-1452.0
49248,G0280.050,1083,Hatschepsut Maatkare,Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
49249,G0280.050,1083,Hatschepsut Maatkare,Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
5433,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Thutmosis III. Mencheperre (Alleinregierung),-1479.0,-1425.0,-1452.0
5447,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Thutmosis III. Mencheperre (Alleinregierung),-1479.0,-1425.0,-1452.0
5450,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Thutmosis III. Mencheperre (Alleinregierung),-1479.0,-1425.0,-1452.0
5451,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Thutmosis III. Mencheperre (Alleinregierung),-1479.0,-1425.0,-1452.0
12466,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12470,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12471,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12473,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12474,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12476,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12477,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12479,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12481,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12483,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
12484,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
13014,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
13015,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
13016,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
13017,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
13018,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Thutmosis III. Mencheperre (Gesamtzeitraum),-1479.0,-1425.0,-1452.0
19127,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Thutmosis III. Mencheperre (Alleinregierung),-1479.0,-1425.0,-1452.0
19128,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Thutmosis III. Mencheperre (Alleinregierung),-1479.0,-1425.0,-1452.0
17944,G0280.050,1083,Thutmosis III. Mencheperre (Gesamtzeitraum),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
17949,G0280.050,1083,Thutmosis III. Mencheperre (Gesamtzeitraum),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
17953,G0280.050,1083,Thutmosis III. Mencheperre (Gesamtzeitraum),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21912,G0280.050,1083,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
20332,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
20333,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
20334,G0280.100,1084,Thutmosis III. Mencheperre (Gesamtzeitraum),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21436,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21437,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21439,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21913,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21914,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21915,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21916,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
22219,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
22220,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
22222,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
22224,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
22225,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
22226,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
22227,G0280.100,1084,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
21438,G0280.075,1229,Thutmosis III. Mencheperre (Alleinregierung),Amenhotep II. Aacheperure,-1479.0,-1400.0,-1439.5
46816,G0280.050,1083,17. Dynastie,18. Dynastie,-1580.0,-1292.0,-1436.0
46817,G0280.050,1083,17. Dynastie,18. Dynastie,-1580.0,-1292.0,-1436.0
46921,G0280.050,1083,17. Dynastie,18. Dynastie,-1580.0,-1292.0,-1436.0
11967,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
14409,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20267,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20268,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20825,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20829,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20831,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20832,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20835,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20837,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21518,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
27439,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28560,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28562,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28563,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
28806,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
30395,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
34501,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
43139,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
43566,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
49141,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
49142,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
49183,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
49184,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
51371,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
51372,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
51373,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
51374,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
51375,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
51376,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
51377,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
51378,G0280.050,1083,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
11962,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
11963,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
11964,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
11965,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
11966,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
11968,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
12061,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
12062,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
14238,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
14378,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
15150,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
15151,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
17198,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
17200,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
17259,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19781,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19782,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19783,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19784,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19861,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19862,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19897,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19898,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19899,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19940,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19990,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19991,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19992,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
19993,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20077,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20121,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20122,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20123,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20269,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20270,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20824,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20826,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20827,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20828,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20830,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20833,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20834,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20836,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20838,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20840,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
20841,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21512,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21513,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21515,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21516,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21517,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21519,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21520,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21633,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21634,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21635,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21636,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21637,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21638,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21639,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
21640,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
22926,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
22927,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
22928,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
22929,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25110,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25111,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25112,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25113,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25114,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25752,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25992,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25993,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
25994,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26149,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26150,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
26620,G0280.100,1084,18. Dynastie,18. Dynastie,-1550.0,-1292.0,-1421.0
