"ht_id","gr_no","formclass_id","dating_from","dating_to"
"32118","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32119","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32121","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32122","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32123","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32124","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32125","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32194","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32195","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32196","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32197","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32198","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32262","G0280.150","1085","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"32340","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"32342","G0280.100","1084","Siptah Achenre","Tausret Satre-Meritamun"
"32347","G0280.100","1084","Siptah Achenre","Tausret Satre-Meritamun"
"32362","G0280.100","1084","Amenhotep II. Aacheperure","Amenhotep II. Aacheperure"
"32424","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32425","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32426","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32427","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32428","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32429","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32430","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32431","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32432","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","9. und 10. Dynastie (Herakleopolis)"
"32591","G0280.100","1084","Amenhotep II. Aacheperure","Amenhotep II. Aacheperure"
"32621","G0280.100","1084","Amenhotep II. Aacheperure","Amenhotep II. Aacheperure"
"32622","G0280.100","1084","Amenhotep II. Aacheperure","Amenhotep II. Aacheperure"
"32623","G0280.100","1084","Amenhotep II. Aacheperure","Amenhotep II. Aacheperure"
"32703","G0280.100","1084","Amenhotep II. Aacheperure","Amenhotep II. Aacheperure"
"32786","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32787","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32788","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32817","G0280.100","1084","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"32818","G0280.100","1084","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"32819","G0280.100","1084","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"32820","G0280.100","1084","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"32821","G0280.100","1084","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"32822","G0280.100","1084","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"32928","G0280.100","1084","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"32962","G0280.100","1084","Ramses IX. Neferkare-Setepenre","Ramses IX. Neferkare-Setepenre"
"32963","G0280.100","1084","Ramses IX. Neferkare-Setepenre","Ramses IX. Neferkare-Setepenre"
"32964","G0280.100","1084","Ramses IX. Neferkare-Setepenre","Ramses IX. Neferkare-Setepenre"
"32965","G0280.100","1084","Ramses IX. Neferkare-Setepenre","Ramses IX. Neferkare-Setepenre"
"32966","G0280.100","1084","Ramses IX. Neferkare-Setepenre","Ramses IX. Neferkare-Setepenre"
"33065","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33066","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33067","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33068","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33069","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33070","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33126","G0280.100","1084","Siptah Achenre","Siptah Achenre"
"33171","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33172","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33205","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33206","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"33229","G0280.100","1084","Ramses VI. Nebmaatre-Meriamun","Ramses VI. Nebmaatre-Meriamun"
"33230","G0280.100","1084","Ramses VI. Nebmaatre-Meriamun","Ramses VI. Nebmaatre-Meriamun"
"33231","G0280.100","1084","Ramses VI. Nebmaatre-Meriamun","Ramses VI. Nebmaatre-Meriamun"
"33509","G0280.100","1084","19. Dynastie","20. Dynastie"
"33531","G0280.100","1084","20. Dynastie","20. Dynastie"
"33553","G0280.100","1084","19. Dynastie","20. Dynastie"
"33698","G0280.100","1084","19. Dynastie","20. Dynastie"
"33835","G0280.100","1084","19. Dynastie","20. Dynastie"
"33950","G0280.100","1084","18. Dynastie","18. Dynastie"
"33986","G0280.100","1084","18. Dynastie","18. Dynastie"
"33987","G0280.100","1084","18. Dynastie","18. Dynastie"
"34004","G0280.100","1084","18. Dynastie","18. Dynastie"
"34033","G0280.100","1084","18. Dynastie","18. Dynastie"
"34093","G0280.100","1084","18. Dynastie","18. Dynastie"
"34125","G0280.100","1084","18. Dynastie","18. Dynastie"
"34126","G0280.100","1084","18. Dynastie","18. Dynastie"
"34358","G0280.100","1084","18. Dynastie","18. Dynastie"
"34389","G0280.100","1084","18. Dynastie","18. Dynastie"
"34390","G0280.100","1084","18. Dynastie","18. Dynastie"
"34446","G0280.100","1084","18. Dynastie","18. Dynastie"
"34486","G0280.100","1084","18. Dynastie","18. Dynastie"
"34501","G0280.050","1083","18. Dynastie","18. Dynastie"
"34548","G0280.100","1084","18. Dynastie","18. Dynastie"
"34592","G0280.100","1084","18. Dynastie","18. Dynastie"
"34702","G0280.050","1083","6. Dynastie","6. Dynastie"
"34703","G0280.050","1083","6. Dynastie","6. Dynastie"
"34704","G0280.050","1083","6. Dynastie","6. Dynastie"
"34705","G0280.050","1083","6. Dynastie","6. Dynastie"
"34706","G0280.050","1083","6. Dynastie","6. Dynastie"
"34797","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"34855","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"35104","G0280.050","1083","Sesostris II. Chacheperre","Sesostris III. Chakaure"
"35105","G0280.050","1083","Sesostris II. Chacheperre","Sesostris III. Chakaure"
"35108","G0280.050","1083","Sesostris II. Chacheperre","Sesostris III. Chakaure"
"35337","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35340","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35341","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35342","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35343","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35344","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35345","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35346","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35347","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35348","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35349","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35350","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35351","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35352","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35353","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35354","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35371","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35372","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35373","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35374","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35375","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35376","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35377","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35378","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35380","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35381","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35382","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35383","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35384","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35385","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35386","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35387","G0280.100","1084","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35471","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35926","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35927","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35928","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35929","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"35946","G0280.100","1084","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"36113","G0280.100","1084","Sethos I. Menmaatre","Sethos I. Menmaatre"
"36160","G0280.100","1084","Sethos I. Menmaatre","Sethos I. Menmaatre"
"36196","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"36197","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"36198","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"36237","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36238","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36344","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36345","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36346","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36347","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36348","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36434","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36435","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36436","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36476","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36477","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36478","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36618","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"36646","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36688","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36689","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"36870","G0280.100","1084","Ramses II. Usermaatre-Setepenre","Ramses III. Usermaatre-Meriamun"
"36871","G0280.100","1084","Ramses II. Usermaatre-Setepenre","Ramses III. Usermaatre-Meriamun"
"36956","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"36970","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37091","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37106","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37107","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37170","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37171","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37194","G0280.100","1084","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"37195","G0280.100","1084","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"37255","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37276","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37277","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37278","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37279","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37280","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37281","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37285","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"37514","G0280.050","1083","4. Dynastie","4. Dynastie"
"37553","G0280.025","1228","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Amenemhet I. Sehetepibre"
"37624","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"37669","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"37709","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"37729","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Amenemhet I. Sehetepibre"
"37819","G0280.025","1228","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Amenemhet I. Sehetepibre"
"37820","G0280.025","1228","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Amenemhet I. Sehetepibre"
"37846","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"37896","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"38148","G0280.050","1083","6. Dynastie","6. Dynastie"
"38159","G0280.050","1083","6. Dynastie","6. Dynastie"
"38160","G0280.050","1083","6. Dynastie","6. Dynastie"
"38161","G0280.050","1083","6. Dynastie","6. Dynastie"
"38172","G0280.050","1083","6. Dynastie","6. Dynastie"
"38173","G0280.050","1083","6. Dynastie","6. Dynastie"
"38188","G0280.050","1083","6. Dynastie","6. Dynastie"
"38211","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep II. Nebhepetre (Gesamtzeitraum)"
"38235","G0280.050","1083","6. Dynastie","6. Dynastie"
"38911","G0280.025","1228","Ini Niuserre","Pepi II. Neferkare"
"38916","G0280.025","1228","Ini Niuserre","Pepi II. Neferkare"
"39170","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"39199","G0280.075","1229","6. Dynastie","6. Dynastie"
"39288","G0280.075","1229","Ini Niuserre","Pepi II. Neferkare"
"39289","G0280.075","1229","Ini Niuserre","Pepi II. Neferkare"
"39299","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"39484","G0280.050","1083","6. Dynastie","6. Dynastie"
"39485","G0280.050","1083","6. Dynastie","6. Dynastie"
"39486","G0280.050","1083","6. Dynastie","6. Dynastie"
"39487","G0280.075","1229","6. Dynastie","6. Dynastie"
"39696","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"39697","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"39698","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"39699","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"39700","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"39701","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"39781","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"40311","G0280.050","1083","19. Dynastie","19. Dynastie"
"40312","G0280.050","1083","19. Dynastie","19. Dynastie"
"40344","G0280.050","1083","12. Dynastie","12. Dynastie"
"40357","G0280.100","1084","12. Dynastie","12. Dynastie"
"40377","G0280.100","1084","12. Dynastie","12. Dynastie"
"40443","G0280.050","1083","12. Dynastie","12. Dynastie"
"40449","G0280.050","1083","12. Dynastie","12. Dynastie"
"40626","G0280.050","1083","12. Dynastie","12. Dynastie"
"40627","G0280.050","1083","12. Dynastie","12. Dynastie"
"40636","G0280.100","1084","12. Dynastie","12. Dynastie"
"40690","G0280.050","1083","12. Dynastie","12. Dynastie"
"40711","G0280.050","1083","12. Dynastie","12. Dynastie"
"40712","G0280.050","1083","12. Dynastie","12. Dynastie"
"40736","G0280.100","1084","12. Dynastie","12. Dynastie"
"40737","G0280.100","1084","12. Dynastie","12. Dynastie"
"40738","G0280.100","1084","12. Dynastie","12. Dynastie"
"40796","G0280.100","1084","12. Dynastie","12. Dynastie"
"40825","G0280.025","1228","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep II. Nebhepetre (Gesamtzeitraum)"
"40826","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep II. Nebhepetre (Gesamtzeitraum)"
"40827","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep II. Nebhepetre (Gesamtzeitraum)"
"40937","G0280.050","1083","12. Dynastie","12. Dynastie"
"40938","G0280.050","1083","12. Dynastie","12. Dynastie"
"40958","G0280.050","1083","12. Dynastie","12. Dynastie"
"40969","G0280.050","1083","12. Dynastie","12. Dynastie"
"41071","G0280.050","1083","12. Dynastie","12. Dynastie"
"41195","G0280.050","1083","12. Dynastie","12. Dynastie"
"41196","G0280.050","1083","12. Dynastie","12. Dynastie"
"41354","G0280.100","1084","12. Dynastie","12. Dynastie"
"41355","G0280.050","1083","12. Dynastie","12. Dynastie"
"41513","G0280.100","1084","12. Dynastie","12. Dynastie"
"41548","G0280.100","1084","12. Dynastie","12. Dynastie"
"41549","G0280.100","1084","12. Dynastie","12. Dynastie"
"41614","G0280.050","1083","12. Dynastie","12. Dynastie"
"41615","G0280.050","1083","12. Dynastie","12. Dynastie"
"41623","G0280.100","1084","12. Dynastie","12. Dynastie"
"41624","G0280.075","1229","12. Dynastie","12. Dynastie"
"41819","G0280.050","1083","Siamun Netjerycheperre-Setepenamun","Siamun Netjerycheperre-Setepenamun"
"41914","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"41918","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"42117","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"42118","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"42119","G0280.050","1083","Ini Niuserre","Pepi II. Neferkare"
"42186","G0280.050","1083","6. Dynastie","6. Dynastie"
"43139","G0280.050","1083","18. Dynastie","18. Dynastie"
"43204","G0280.100","1084","20. Dynastie","20. Dynastie"
"43205","G0280.100","1084","20. Dynastie","20. Dynastie"
"43359","G0280.100","1084","20. Dynastie","20. Dynastie"
"43451","G0280.100","1084","18. Dynastie","18. Dynastie"
"43459","G0280.100","1084","18. Dynastie","18. Dynastie"
"43566","G0280.050","1083","18. Dynastie","18. Dynastie"
"43634","G0280.100","1084","Sethnacht Userchaure","Sethnacht Userchaure"
"43635","G0280.100","1084","Sethnacht Userchaure","Sethnacht Userchaure"
"43636","G0280.100","1084","Sethnacht Userchaure","Sethnacht Userchaure"
"43713","G0280.100","1084","Ramses VII. Usermaatre-Meriamun-Setepenre","Ramses VII. Usermaatre-Meriamun-Setepenre"
"44308","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","11. Dynastie (vor der Reichseinigung)"
"44396","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","11. Dynastie (vor der Reichseinigung)"
"44458","G0280.050","1083","Asosi Djedkare","Asosi Djedkare"
"44487","G0280.050","1083","Asosi Djedkare","Asosi Djedkare"
"44488","G0280.050","1083","Asosi Djedkare","Asosi Djedkare"
"44540","G0280.050","1083","Asosi Djedkare","Asosi Djedkare"
"44631","G0280.050","1083","6. Dynastie","6. Dynastie"
"44713","G0280.100","1084","20. Dynastie","20. Dynastie"
"44870","G0280.100","1084","20. Dynastie","20. Dynastie"
"44871","G0280.100","1084","20. Dynastie","20. Dynastie"
"44872","G0280.100","1084","20. Dynastie","20. Dynastie"
"44981","G0280.100","1084","19. Dynastie","19. Dynastie"
"45052","G0280.100","1084","19. Dynastie","20. Dynastie"
"45053","G0280.100","1084","19. Dynastie","20. Dynastie"
"45209","G0280.050","1083","19. Dynastie","20. Dynastie"
"45244","G0280.050","1083","19. Dynastie","19. Dynastie"
"45296","G0280.050","1083","19. Dynastie","20. Dynastie"
"45328","G0280.050","1083","19. Dynastie","20. Dynastie"
"45386","G0280.050","1083","19. Dynastie","20. Dynastie"
"45387","G0280.050","1083","19. Dynastie","20. Dynastie"
"45443","G0280.050","1083","19. Dynastie","20. Dynastie"
"45444","G0280.050","1083","19. Dynastie","20. Dynastie"
"45445","G0280.050","1083","19. Dynastie","20. Dynastie"
"45446","G0280.050","1083","19. Dynastie","20. Dynastie"
"45485","G0280.050","1083","19. Dynastie","20. Dynastie"
"45500","G0280.050","1083","19. Dynastie","20. Dynastie"
"45529","G0280.050","1083","19. Dynastie","19. Dynastie"
"45565","G0280.050","1083","19. Dynastie","19. Dynastie"
"45566","G0280.075","1229","19. Dynastie","19. Dynastie"
"45567","G0280.050","1083","19. Dynastie","19. Dynastie"
"45568","G0280.050","1083","19. Dynastie","19. Dynastie"
"45687","G0280.050","1083","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"45688","G0280.050","1083","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"45689","G0280.050","1083","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"45690","G0280.050","1083","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"45691","G0280.050","1083","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"45807","G0280.050","1083","4. Dynastie","4. Dynastie"
"45851","G0280.050","1083","4. Dynastie","4. Dynastie"
"46454","G0280.050","1083","19. Dynastie","20. Dynastie"
"46511","G0280.050","1083","19. Dynastie","20. Dynastie"
"46512","G0280.050","1083","19. Dynastie","20. Dynastie"
"46549","G0280.050","1083","19. Dynastie","20. Dynastie"
"46612","G0280.050","1083","12. Dynastie","13. Dynastie"
"46622","G0280.050","1083","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"46635","G0280.050","1083","19. Dynastie","20. Dynastie"
"46636","G0280.050","1083","19. Dynastie","20. Dynastie"
"46637","G0280.050","1083","19. Dynastie","20. Dynastie"
"46720","G0280.050","1083","19. Dynastie","20. Dynastie"
"46816","G0280.050","1083","17. Dynastie","18. Dynastie"
"46817","G0280.050","1083","17. Dynastie","18. Dynastie"
"46837","G0280.050","1083","19. Dynastie","20. Dynastie"
"46921","G0280.050","1083","17. Dynastie","18. Dynastie"
"47011","G0280.050","1083","19. Dynastie","20. Dynastie"
"47012","G0280.100","1084","19. Dynastie","20. Dynastie"
"47059","G0280.050","1083","19. Dynastie","20. Dynastie"
"47060","G0280.050","1083","19. Dynastie","20. Dynastie"
"47082","G0280.050","1083","19. Dynastie","20. Dynastie"
"47464","G0280.050","1083","19. Dynastie","20. Dynastie"
"47465","G0280.050","1083","19. Dynastie","20. Dynastie"
"47471","G0280.050","1083","19. Dynastie","20. Dynastie"
"47520","G0280.050","1083","19. Dynastie","20. Dynastie"
"47528","G0280.050","1083","19. Dynastie","20. Dynastie"
"47587","G0280.050","1083","19. Dynastie","20. Dynastie"
"47588","G0280.050","1083","19. Dynastie","20. Dynastie"
"47589","G0280.050","1083","19. Dynastie","20. Dynastie"
"47626","G0280.050","1083","9. und 10. Dynastie (Herakleopolis)","11. Dynastie (vor der Reichseinigung)"
"47700","G0280.050","1083","6. Dynastie","6. Dynastie"
"47701","G0280.050","1083","6. Dynastie","6. Dynastie"
"47730","G0280.050","1083","19. Dynastie","20. Dynastie"
"47742","G0280.050","1083","19. Dynastie","20. Dynastie"
"47865","G0280.050","1083","19. Dynastie","20. Dynastie"
"47866","G0280.050","1083","19. Dynastie","20. Dynastie"
"47913","G0280.050","1083","19. Dynastie","20. Dynastie"
"47914","G0280.050","1083","19. Dynastie","20. Dynastie"
"47931","G0280.050","1083","19. Dynastie","20. Dynastie"
"47956","G0280.050","1083","19. Dynastie","20. Dynastie"
"47966","G0280.050","1083","19. Dynastie","20. Dynastie"
"47985","G0280.050","1083","19. Dynastie","20. Dynastie"
"48017","G0280.050","1083","19. Dynastie","20. Dynastie"
"48055","G0280.050","1083","19. Dynastie","20. Dynastie"
"48121","G0280.050","1083","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"48195","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"48196","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"48243","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"48244","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
