"ht_id","gr_no","formclass_id","dating_from","dating_to"
"17680","G0280.050","1083","Amenemhet I. Sehetepibre","Amenemhet II. Nubkaure"
"17681","G0280.050","1083","Amenemhet I. Sehetepibre","Amenemhet II. Nubkaure"
"17712","G0280.050","1083","Amenemhet III. Nimaatre","13. Dynastie"
"17713","G0280.050","1083","Amenemhet III. Nimaatre","13. Dynastie"
"17714","G0280.050","1083","Amenemhet III. Nimaatre","13. Dynastie"
"17715","G0280.050","1083","Amenemhet III. Nimaatre","13. Dynastie"
"17743","G0280.050","1083","12. Dynastie","13. Dynastie"
"17744","G0280.050","1083","12. Dynastie","13. Dynastie"
"17745","G0280.050","1083","12. Dynastie","13. Dynastie"
"17746","G0280.050","1083","12. Dynastie","13. Dynastie"
"17776","G0280.050","1083","Mittleres Reich","Mittleres Reich"
"17798","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep II. Nebhepetre (Gesamtzeitraum)"
"17941","G0280.050","1083","Thutmosis IV. Mencheperure","Thutmosis IV. Mencheperure"
"17942","G0280.025","1228","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"17943","G0280.050","1083","21. Dynastie","21. Dynastie"
"17944","G0280.050","1083","Thutmosis III. Mencheperre (Gesamtzeitraum)","Amenhotep II. Aacheperure"
"17945","G0280.050","1083","21. Dynastie","21. Dynastie"
"17946","G0280.025","1228","21. Dynastie","21. Dynastie"
"17947","G0280.050","1083","21. Dynastie","21. Dynastie"
"17948","G0280.050","1083","Ramses I. Menpehtyre","Ramses II. Usermaatre-Setepenre"
"17949","G0280.050","1083","Thutmosis III. Mencheperre (Gesamtzeitraum)","Amenhotep II. Aacheperure"
"17950","G0280.050","1083","21. Dynastie","21. Dynastie"
"17951","G0280.050","1083","19. Dynastie","19. Dynastie"
"17952","G0280.050","1083","21. Dynastie","21. Dynastie"
"17953","G0280.050","1083","Thutmosis III. Mencheperre (Gesamtzeitraum)","Amenhotep II. Aacheperure"
"17954","G0280.050","1083","21. Dynastie","21. Dynastie"
"17955","G0280.050","1083","21. Dynastie","21. Dynastie"
"17956","G0280.050","1083","21. Dynastie","21. Dynastie"
"17957","G0280.050","1083","21. Dynastie","21. Dynastie"
"17958","G0280.050","1083","Aja Chepercheperure","Ramses I. Menpehtyre"
"17959","G0280.050","1083","Thutmosis III. Mencheperre (Alleinregierung)","Thutmosis III. Mencheperre (Alleinregierung)"
"17960","G0280.050","1083","Psusennes I. Aacheperre-Setepenamun","Psusennes I. Aacheperre-Setepenamun"
"17961","G0280.050","1083","Psusennes II. Titcheperure","Psusennes II. Titcheperure"
"17962","G0280.025","1228","21. Dynastie","21. Dynastie"
"17963","G0280.025","1228","21. Dynastie","21. Dynastie"
"17964","G0280.025","1228","21. Dynastie","21. Dynastie"
"17965","G0280.050","1083","Psusennes I. Aacheperre-Setepenamun","Psusennes I. Aacheperre-Setepenamun"
"17966","G0280.050","1083","19. Dynastie","19. Dynastie"
"17967","G0280.025","1228","19. Dynastie","19. Dynastie"
"17968","G0280.025","1228","Psusennes II. Titcheperure","Psusennes II. Titcheperure"
"17969","G0280.025","1228","19. Dynastie","19. Dynastie"
"19127","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Thutmosis III. Mencheperre (Alleinregierung)"
"19128","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Thutmosis III. Mencheperre (Alleinregierung)"
"19186","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep IV. Nebtawire"
"19291","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep IV. Nebtawire"
"19741","G0280.075","1229","Amenhotep III. Nebmaatre","Amenhotep III. Nebmaatre"
"19742","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep III. Nebmaatre"
"19743","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep III. Nebmaatre"
"19781","G0280.100","1084","18. Dynastie","18. Dynastie"
"19782","G0280.100","1084","18. Dynastie","18. Dynastie"
"19783","G0280.100","1084","18. Dynastie","18. Dynastie"
"19784","G0280.100","1084","18. Dynastie","18. Dynastie"
"19861","G0280.100","1084","18. Dynastie","18. Dynastie"
"19862","G0280.100","1084","18. Dynastie","18. Dynastie"
"19897","G0280.100","1084","18. Dynastie","18. Dynastie"
"19898","G0280.100","1084","18. Dynastie","18. Dynastie"
"19899","G0280.100","1084","18. Dynastie","18. Dynastie"
"19940","G0280.100","1084","18. Dynastie","18. Dynastie"
"19990","G0280.100","1084","18. Dynastie","18. Dynastie"
"19991","G0280.100","1084","18. Dynastie","18. Dynastie"
"19992","G0280.100","1084","18. Dynastie","18. Dynastie"
"19993","G0280.100","1084","18. Dynastie","18. Dynastie"
"20077","G0280.100","1084","18. Dynastie","18. Dynastie"
"20121","G0280.100","1084","18. Dynastie","18. Dynastie"
"20122","G0280.100","1084","18. Dynastie","18. Dynastie"
"20123","G0280.100","1084","18. Dynastie","18. Dynastie"
"20267","G0280.050","1083","18. Dynastie","18. Dynastie"
"20268","G0280.050","1083","18. Dynastie","18. Dynastie"
"20269","G0280.100","1084","18. Dynastie","18. Dynastie"
"20270","G0280.100","1084","18. Dynastie","18. Dynastie"
"20332","G0280.100","1084","Thutmosis III. Mencheperre (Gesamtzeitraum)","Amenhotep II. Aacheperure"
"20333","G0280.100","1084","Thutmosis III. Mencheperre (Gesamtzeitraum)","Amenhotep II. Aacheperure"
"20334","G0280.100","1084","Thutmosis III. Mencheperre (Gesamtzeitraum)","Amenhotep II. Aacheperure"
"20431","G0280.050","1083","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"20516","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"20731","G0280.050","1083","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"20824","G0280.100","1084","18. Dynastie","18. Dynastie"
"20825","G0280.050","1083","18. Dynastie","18. Dynastie"
"20826","G0280.100","1084","18. Dynastie","18. Dynastie"
"20827","G0280.100","1084","18. Dynastie","18. Dynastie"
"20828","G0280.100","1084","18. Dynastie","18. Dynastie"
"20829","G0280.050","1083","18. Dynastie","18. Dynastie"
"20830","G0280.100","1084","18. Dynastie","18. Dynastie"
"20831","G0280.050","1083","18. Dynastie","18. Dynastie"
"20832","G0280.050","1083","18. Dynastie","18. Dynastie"
"20833","G0280.100","1084","18. Dynastie","18. Dynastie"
"20834","G0280.100","1084","18. Dynastie","18. Dynastie"
"20835","G0280.050","1083","18. Dynastie","18. Dynastie"
"20836","G0280.100","1084","18. Dynastie","18. Dynastie"
"20837","G0280.050","1083","18. Dynastie","18. Dynastie"
"20838","G0280.100","1084","18. Dynastie","18. Dynastie"
"20840","G0280.100","1084","18. Dynastie","18. Dynastie"
"20841","G0280.100","1084","18. Dynastie","18. Dynastie"
"21436","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"21437","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"21438","G0280.075","1229","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"21439","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"21512","G0280.100","1084","18. Dynastie","18. Dynastie"
"21513","G0280.100","1084","18. Dynastie","18. Dynastie"
"21514","G0280.150","1085","18. Dynastie","18. Dynastie"
"21515","G0280.100","1084","18. Dynastie","18. Dynastie"
"21516","G0280.100","1084","18. Dynastie","18. Dynastie"
"21517","G0280.100","1084","18. Dynastie","18. Dynastie"
"21518","G0280.050","1083","18. Dynastie","18. Dynastie"
"21519","G0280.100","1084","18. Dynastie","18. Dynastie"
"21520","G0280.100","1084","18. Dynastie","18. Dynastie"
"21633","G0280.100","1084","18. Dynastie","18. Dynastie"
"21634","G0280.100","1084","18. Dynastie","18. Dynastie"
"21635","G0280.100","1084","18. Dynastie","18. Dynastie"
"21636","G0280.100","1084","18. Dynastie","18. Dynastie"
"21637","G0280.100","1084","18. Dynastie","18. Dynastie"
"21638","G0280.100","1084","18. Dynastie","18. Dynastie"
"21639","G0280.100","1084","18. Dynastie","18. Dynastie"
"21640","G0280.100","1084","18. Dynastie","18. Dynastie"
"21912","G0280.050","1083","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"21913","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"21914","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"21915","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"21916","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"22037","G0280.100","1084","Sesostris II. Chacheperre","Sesostris III. Chakaure"
"22219","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"22220","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"22222","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"22224","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"22225","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"22226","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"22227","G0280.100","1084","Thutmosis III. Mencheperre (Alleinregierung)","Amenhotep II. Aacheperure"
"22648","G0280.100","1084","Sesostris II. Chacheperre","Sesostris III. Chakaure"
"22926","G0280.100","1084","18. Dynastie","18. Dynastie"
"22927","G0280.100","1084","18. Dynastie","18. Dynastie"
"22928","G0280.100","1084","18. Dynastie","18. Dynastie"
"22929","G0280.100","1084","18. Dynastie","18. Dynastie"
"23003","G0280.100","1084","Sethos I. Menmaatre","Ramses II. Usermaatre-Setepenre"
"23169","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"23170","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"23171","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"23218","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"23250","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"23251","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"23361","G0280.100","1084","20. Dynastie","20. Dynastie"
"23362","G0280.100","1084","20. Dynastie","20. Dynastie"
"23363","G0280.100","1084","20. Dynastie","20. Dynastie"
"23364","G0280.100","1084","20. Dynastie","20. Dynastie"
"23399","G0280.050","1083","Mentuhotep IV. Nebtawire","Amenemhet I. Sehetepibre"
"23400","G0280.050","1083","Mentuhotep IV. Nebtawire","Amenemhet I. Sehetepibre"
"23401","G0280.050","1083","Mentuhotep IV. Nebtawire","Amenemhet I. Sehetepibre"
"24235","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24278","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24279","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24280","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24281","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24282","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24283","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24284","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24285","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24286","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24287","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"24396","G0280.100","1084","Siptah Achenre","Siptah Achenre"
"24916","G0280.100","1084","Siptah Achenre","Tausret Satre-Meritamun"
"24917","G0280.100","1084","Siptah Achenre","Tausret Satre-Meritamun"
"24957","G0280.100","1084","Siptah Achenre","Siptah Achenre"
"25110","G0280.100","1084","18. Dynastie","18. Dynastie"
"25111","G0280.100","1084","18. Dynastie","18. Dynastie"
"25112","G0280.100","1084","18. Dynastie","18. Dynastie"
"25113","G0280.100","1084","18. Dynastie","18. Dynastie"
"25114","G0280.100","1084","18. Dynastie","18. Dynastie"
"25168","G0280.100","1084","20. Dynastie","20. Dynastie"
"25752","G0280.100","1084","18. Dynastie","18. Dynastie"
"25992","G0280.100","1084","18. Dynastie","18. Dynastie"
"25993","G0280.100","1084","18. Dynastie","18. Dynastie"
"25994","G0280.100","1084","18. Dynastie","18. Dynastie"
"26149","G0280.100","1084","18. Dynastie","18. Dynastie"
"26150","G0280.100","1084","18. Dynastie","18. Dynastie"
"26183","G0280.025","1228","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Amenemhet I. Sehetepibre"
"26184","G0280.025","1228","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Amenemhet I. Sehetepibre"
"26185","G0280.025","1228","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Amenemhet I. Sehetepibre"
"26620","G0280.100","1084","18. Dynastie","18. Dynastie"
"26621","G0280.100","1084","18. Dynastie","18. Dynastie"
"26622","G0280.100","1084","18. Dynastie","18. Dynastie"
"26624","G0280.100","1084","18. Dynastie","18. Dynastie"
"26625","G0280.100","1084","18. Dynastie","18. Dynastie"
"26626","G0280.100","1084","18. Dynastie","18. Dynastie"
"26627","G0280.100","1084","18. Dynastie","18. Dynastie"
"26628","G0280.100","1084","18. Dynastie","18. Dynastie"
"27128","G0280.100","1084","18. Dynastie","18. Dynastie"
"27413","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses V. Usermaatre-Secheperenre"
"27439","G0280.050","1083","18. Dynastie","18. Dynastie"
"27610","G0280.100","1084","18. Dynastie","18. Dynastie"
"27735","G0280.100","1084","Siptah Achenre","Tausret Satre-Meritamun"
"27736","G0280.100","1084","Siptah Achenre","Tausret Satre-Meritamun"
"27748","G0280.100","1084","Sethos II. Usercheperure","Sethos II. Usercheperure"
"27844","G0280.100","1084","Siptah Achenre","Siptah Achenre"
"27850","G0280.100","1084","Siptah Achenre","Siptah Achenre"
"27867","G0280.050","1083","Sesostris II. Chacheperre","Sesostris III. Chakaure"
"27922","G0280.100","1084","Ramses IX. Neferkare-Setepenre","Ramses IX. Neferkare-Setepenre"
"27976","G0280.100","1084","Ramses IX. Neferkare-Setepenre","Ramses IX. Neferkare-Setepenre"
"28056","G0280.100","1084","18. Dynastie","18. Dynastie"
"28057","G0280.100","1084","18. Dynastie","18. Dynastie"
"28224","G0280.100","1084","18. Dynastie","18. Dynastie"
"28225","G0280.100","1084","18. Dynastie","18. Dynastie"
"28226","G0280.100","1084","18. Dynastie","18. Dynastie"
"28227","G0280.100","1084","18. Dynastie","18. Dynastie"
"28228","G0280.100","1084","18. Dynastie","18. Dynastie"
"28430","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep III. Nebmaatre"
"28431","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep III. Nebmaatre"
"28432","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep III. Nebmaatre"
"28560","G0280.050","1083","18. Dynastie","18. Dynastie"
"28561","G0280.100","1084","18. Dynastie","18. Dynastie"
"28562","G0280.050","1083","18. Dynastie","18. Dynastie"
"28563","G0280.050","1083","18. Dynastie","18. Dynastie"
"28633","G0280.100","1084","18. Dynastie","18. Dynastie"
"28634","G0280.100","1084","18. Dynastie","18. Dynastie"
"28635","G0280.100","1084","18. Dynastie","18. Dynastie"
"28636","G0280.100","1084","18. Dynastie","18. Dynastie"
"28637","G0280.100","1084","18. Dynastie","18. Dynastie"
"28638","G0280.100","1084","18. Dynastie","18. Dynastie"
"28783","G0280.150","1085","18. Dynastie","18. Dynastie"
"28806","G0280.050","1083","18. Dynastie","18. Dynastie"
"28853","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"28905","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","Ramses IV. Usermaatre-Setepenamun"
"29022","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29023","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29024","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29025","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29136","G0280.075","1229","18. Dynastie","18. Dynastie"
"29168","G0280.100","1084","18. Dynastie","18. Dynastie"
"29169","G0280.100","1084","18. Dynastie","18. Dynastie"
"29170","G0280.100","1084","18. Dynastie","18. Dynastie"
"29171","G0280.100","1084","18. Dynastie","18. Dynastie"
"29172","G0280.100","1084","18. Dynastie","18. Dynastie"
"29173","G0280.100","1084","18. Dynastie","18. Dynastie"
"29174","G0280.100","1084","18. Dynastie","18. Dynastie"
"29293","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29395","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29429","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29447","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29506","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29507","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29600","G0280.100","1084","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"29601","G0280.100","1084","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"29602","G0280.100","1084","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"29603","G0280.100","1084","Ramses II. Usermaatre-Setepenre","Ramses II. Usermaatre-Setepenre"
"29633","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29634","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29648","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29775","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29823","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29841","G0280.100","1084","Ramses IV. Usermaatre-Setepenamun","20. Dynastie"
"29898","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29899","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29900","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29901","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"29902","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"30013","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep IV. Nebtawire"
"30014","G0280.050","1083","Mentuhotep II. Nebhepetre (Gesamtzeitraum)","Mentuhotep IV. Nebtawire"
"30063","G0280.025","1228","18. Dynastie","18. Dynastie"
"30117","G0280.100","1084","18. Dynastie","18. Dynastie"
"30134","G0280.100","1084","18. Dynastie","18. Dynastie"
"30161","G0280.100","1084","18. Dynastie","18. Dynastie"
"30162","G0280.100","1084","18. Dynastie","18. Dynastie"
"30357","G0280.100","1084","18. Dynastie","18. Dynastie"
"30395","G0280.050","1083","18. Dynastie","18. Dynastie"
"30472","G0280.100","1084","18. Dynastie","18. Dynastie"
"30473","G0280.100","1084","18. Dynastie","18. Dynastie"
"30531","G0280.075","1229","18. Dynastie","18. Dynastie"
"30722","G0280.050","1083","6. Dynastie","6. Dynastie"
"30723","G0280.050","1083","6. Dynastie","6. Dynastie"
"30724","G0280.050","1083","6. Dynastie","6. Dynastie"
"30725","G0280.050","1083","6. Dynastie","6. Dynastie"
"30726","G0280.050","1083","6. Dynastie","6. Dynastie"
"30727","G0280.050","1083","6. Dynastie","6. Dynastie"
"30826","G0280.150","1085","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30827","G0280.150","1085","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30840","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30841","G0280.150","1085","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30864","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30879","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30880","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30924","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30925","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30982","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30998","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"30999","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31017","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31025","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31026","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31038","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31102","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31118","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31121","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31130","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31143","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31177","G0280.050","1083","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31178","G0280.050","1083","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31179","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31192","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31193","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31206","G0280.150","1085","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31239","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31246","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31247","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31267","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31275","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31284","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31285","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31302","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31303","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31304","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"31349","G0280.100","1084","18. Dynastie","18. Dynastie"
"31350","G0280.100","1084","18. Dynastie","18. Dynastie"
"31356","G0280.100","1084","20. Dynastie","20. Dynastie"
"31373","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"31592","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31626","G0280.050","1083","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31646","G0280.050","1083","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31683","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31684","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31710","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31751","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31768","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31812","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31841","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31905","G0280.050","1083","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31906","G0280.050","1083","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31907","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31949","G0280.100","1084","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"31965","G0280.150","1085","Amenhotep III. Nebmaatre","Amenhotep IV. / Echnaton Nefercheperure"
"32115","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32116","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"32117","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
